EL6823	Medical Imaging II, Credits: 3.00 / BE 6213 Biomedical Imaging II	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL7023	Space-Time Wireless Communications	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL7133	Digital Signal Processing	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL7153	Array Signal Processing	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL7163	Wavelet Transforms and Filter Banks	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL7253	State Space Design For Linear Control Systems	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL7353	Communication Networks I: Analysis, Modeling and Performance	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL7363	Communications Networks II: Design and Algorithms	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL7373	High Performance Switches and Routers	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL8223	Applied Nonlinear Control	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL8233	Optimal Control Theory	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL8253	Large Scale Systems and Decentralized Contol	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL9013	Selected Tpcs in Wireless Comm	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL9113	Sel Top in Signal Processing	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL9213	Sel Topcs Control Engineering	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL9313	Sel Top: Telecom Network	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL9413	Comp Elec Devices & System	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL9513	Selected Topics in Quantum Electronics & Material Science	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL9613	Selected Topics in Power Engineering	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL9713	Sel Top Electrdymc/Wave/ Plasm	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL9900	Seminar in Electrical and Computer Engineering	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL9933	Readings in Electrical and Computer Engineering I	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL9943	Readings in Electrical and Computer Engineering II	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL9953	Advanced Projects I	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
EL9963	Advanced Projects II	EECE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH6673	Quantum Mechanics I	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH9531	Graduate Seminar I	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH9541	Graduate Seminar II	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH5343	Physical Basis of Nanotechnology	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH5443	Physical Techniques and Application of Nanotechnology	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH5473	Modern Optics	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH5481	Modern Optics Lab	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH5493	Physics of Nanoelectronics	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
